state,county,locations,func_units,state_func_total,state_capacity_bu,est_capacity_bu
AL,Dallas,1,11.0,49.0,20519000,4606306
AL,Lauderdale,1,9.0,49.0,20519000,3768796
AL,Marshall,2,8.0,49.0,20519000,3350041
AL,Morgan,2,7.0,49.0,20519000,2931286
AL,Perry,1,10.0,49.0,20519000,4187551
AL,Pickens,1,4.0,49.0,20519000,1675020
AR,Arkansas,10,13.0,224.0,273748000,15887161
AR,Ashley,2,6.0,224.0,273748000,7332536
AR,Chicot,4,9.0,224.0,273748000,10998804
AR,Clay,3,6.0,224.0,273748000,7332536
AR,Conway,1,2.0,224.0,273748000,2444179
AR,Craighead,5,5.0,224.0,273748000,6110446
AR,Crawford,1,4.0,224.0,273748000,4888357
AR,Crittenden,5,21.0,224.0,273748000,25663875
AR,Cross,7,17.0,224.0,273748000,20775518
AR,Desha,8,25.0,224.0,273748000,30552232
AR,Drew,1,1.0,224.0,273748000,1222089
AR,Greene,1,1.0,224.0,273748000,1222089
AR,Jackson,5,7.0,224.0,273748000,8554625
AR,Jefferson,3,11.0,224.0,273748000,13442982
AR,Lonoke,5,5.0,224.0,273748000,6110446
AR,Mississippi,5,26.0,224.0,273748000,31774321
AR,Monroe,1,1.0,224.0,273748000,1222089
AR,Phillips,4,22.0,224.0,273748000,26885964
AR,Poinsett,8,24.0,224.0,273748000,29330143
AR,Prairie,3,3.0,224.0,273748000,3666268
AR,Pulaski,1,1.0,224.0,273748000,1222089
AR,Randolph,2,2.0,224.0,273748000,2444179
AR,St. Francis,1,1.0,224.0,273748000,1222089
AR,White,2,2.0,224.0,273748000,2444179
AR,Woodruff,5,9.0,224.0,273748000,10998804
AZ,Pinal,2,5.0,8.0,4843000,3026875
AZ,Yuma,1,3.0,8.0,4843000,1816125
CA,Butte,4,3.0,41.0,118839000,8695537
CA,Colusa,13,18.0,41.0,118839000,52173220
CA,Glenn,3,8.0,41.0,118839000,23188098
CA,San Joaquin,1,1.0,41.0,118839000,2898512
CA,Sutter,6,6.0,41.0,118839000,17391073
CA,Yolo,3,3.0,41.0,118839000,8695537
CA,Yuba,2,2.0,41.0,118839000,5797024
CO,Adams,4,11.0,553.0,110461000,2197235
CO,Arapahoe,1,44.0,553.0,110461000,8788940
CO,Baca,12,142.0,553.0,110461000,28364307
CO,Cheyenne,1,43.0,553.0,110461000,8589192
CO,Denver,1,2.0,553.0,110461000,399497
CO,Dolores,1,1.0,553.0,110461000,199749
CO,Kiowa,4,24.0,553.0,110461000,4793967
CO,Kit Carson,6,26.0,553.0,110461000,5193465
CO,Lincoln,4,14.0,553.0,110461000,2796481
CO,Logan,5,9.0,553.0,110461000,1797738
CO,Morgan,3,24.0,553.0,110461000,4793967
CO,Phillips,5,19.0,553.0,110461000,3795224
CO,Prowers,3,19.0,553.0,110461000,3795224
CO,Sedgwick,2,9.0,553.0,110461000,1797738
CO,Washington,4,37.0,553.0,110461000,7390700
CO,Weld,7,28.0,553.0,110461000,5592962
CO,Yuma,8,101.0,553.0,110461000,20174613
DE,Sussex,3,8.0,8.0,9188000,9188000
GA,Decatur,1,1.0,6.0,14066000,2344333
GA,Hall,1,1.0,6.0,14066000,2344333
GA,Lowndes,1,1.0,6.0,14066000,2344333
GA,Randolph,1,2.0,6.0,14066000,4688667
GA,Terrell,1,1.0,6.0,14066000,2344333
IA,Adair,4,118.0,8665.0,1440470000,19616325
IA,Adams,1,1.0,8665.0,1440470000,166240
IA,Allamakee,4,28.0,8665.0,1440470000,4654721
IA,Appanoose,1,4.0,8665.0,1440470000,664960
IA,Audubon,1,58.0,8665.0,1440470000,9641923
IA,Benton,4,8.0,8665.0,1440470000,1329920
IA,Black Hawk,8,184.0,8665.0,1440470000,30588168
IA,Boone,5,221.0,8665.0,1440470000,36739050
IA,Bremer,6,121.0,8665.0,1440470000,20115046
IA,Buchanan,5,21.0,8665.0,1440470000,3491041
IA,Buena Vista,8,130.0,8665.0,1440470000,21611206
IA,Butler,9,237.0,8665.0,1440470000,39398891
IA,Calhoun,11,99.0,8665.0,1440470000,16457765
IA,Carroll,9,156.0,8665.0,1440470000,25933447
IA,Cass,5,144.0,8665.0,1440470000,23938567
IA,Cedar,5,23.0,8665.0,1440470000,3823521
IA,Cerro Gordo,12,59.0,8665.0,1440470000,9808163
IA,Cherokee,5,55.0,8665.0,1440470000,9143203
IA,Chickasaw,11,27.0,8665.0,1440470000,4488481
IA,Clarke,1,64.0,8665.0,1440470000,10639363
IA,Clay,9,289.0,8665.0,1440470000,48043373
IA,Clayton,8,52.0,8665.0,1440470000,8644482
IA,Clinton,6,39.0,8665.0,1440470000,6483362
IA,Crawford,8,112.0,8665.0,1440470000,18618885
IA,Dallas,8,291.0,8665.0,1440470000,48375853
IA,Davis,3,7.0,8665.0,1440470000,1163680
IA,Decatur,3,153.0,8665.0,1440470000,25434727
IA,Delaware,8,63.0,8665.0,1440470000,10473123
IA,Des Moines,2,23.0,8665.0,1440470000,3823521
IA,Dickinson,5,144.0,8665.0,1440470000,23938567
IA,Dubuque,6,11.0,8665.0,1440470000,1828641
IA,Emmet,6,100.0,8665.0,1440470000,16624005
IA,Fayette,8,94.0,8665.0,1440470000,15626564
IA,Floyd,9,38.0,8665.0,1440470000,6317122
IA,Franklin,6,112.0,8665.0,1440470000,18618885
IA,Fremont,3,43.0,8665.0,1440470000,7148322
IA,Greene,8,349.0,8665.0,1440470000,58017776
IA,Grundy,7,205.0,8665.0,1440470000,34079209
IA,Guthrie,3,95.0,8665.0,1440470000,15792804
IA,Hamilton,12,183.0,8665.0,1440470000,30421928
IA,Hancock,10,248.0,8665.0,1440470000,41227531
IA,Hardin,12,212.0,8665.0,1440470000,35242890
IA,Harrison,8,321.0,8665.0,1440470000,53363055
IA,Henry,9,22.0,8665.0,1440470000,3657281
IA,Howard,6,37.0,8665.0,1440470000,6150882
IA,Humboldt,11,81.0,8665.0,1440470000,13465444
IA,Ida,5,57.0,8665.0,1440470000,9475683
IA,Iowa,6,94.0,8665.0,1440470000,15626564
IA,Jackson,3,2.0,8665.0,1440470000,332480
IA,Jasper,8,114.0,8665.0,1440470000,18951365
IA,Jefferson,2,6.0,8665.0,1440470000,997440
IA,Johnson,4,9.0,8665.0,1440470000,1496160
IA,Jones,3,23.0,8665.0,1440470000,3823521
IA,Keokuk,8,20.0,8665.0,1440470000,3324801
IA,Kossuth,13,153.0,8665.0,1440470000,25434727
IA,Lee,4,3.0,8665.0,1440470000,498720
IA,Linn,9,15.0,8665.0,1440470000,2493601
IA,Louisa,4,9.0,8665.0,1440470000,1496160
IA,Lucas,1,75.0,8665.0,1440470000,12468003
IA,Lyon,9,43.0,8665.0,1440470000,7148322
IA,Madison,2,54.0,8665.0,1440470000,8976962
IA,Mahaska,6,28.0,8665.0,1440470000,4654721
IA,Marion,5,12.0,8665.0,1440470000,1994881
IA,Marshall,11,76.0,8665.0,1440470000,12634244
IA,Mills,2,44.0,8665.0,1440470000,7314562
IA,Mitchell,6,47.0,8665.0,1440470000,7813282
IA,Monona,8,156.0,8665.0,1440470000,25933447
IA,Monroe,2,4.0,8665.0,1440470000,664960
IA,Montgomery,2,67.0,8665.0,1440470000,11138083
IA,Muscatine,4,15.0,8665.0,1440470000,2493601
IA,O'Brien,17,161.0,8665.0,1440470000,26764647
IA,Osceola,6,83.0,8665.0,1440470000,13797924
IA,Page,2,79.0,8665.0,1440470000,13132964
IA,Palo Alto,9,220.0,8665.0,1440470000,36572810
IA,Plymouth,10,30.0,8665.0,1440470000,4987201
IA,Pocahontas,8,65.0,8665.0,1440470000,10805603
IA,Polk,10,164.0,8665.0,1440470000,27263368
IA,Pottawattamie,5,34.0,8665.0,1440470000,5652162
IA,Poweshiek,6,160.0,8665.0,1440470000,26598407
IA,Ringgold,1,63.0,8665.0,1440470000,10473123
IA,Sac,6,80.0,8665.0,1440470000,13299204
IA,Scott,5,45.0,8665.0,1440470000,7480802
IA,Shelby,6,52.0,8665.0,1440470000,8644482
IA,Sioux,15,120.0,8665.0,1440470000,19948806
IA,Story,10,152.0,8665.0,1440470000,25268487
IA,Tama,9,91.0,8665.0,1440470000,15127844
IA,Taylor,2,75.0,8665.0,1440470000,12468003
IA,Union,4,188.0,8665.0,1440470000,31253129
IA,Van Buren,2,3.0,8665.0,1440470000,498720
IA,Wapello,5,10.0,8665.0,1440470000,1662400
IA,Warren,2,47.0,8665.0,1440470000,7813282
IA,Washington,5,6.0,8665.0,1440470000,997440
IA,Wayne,3,80.0,8665.0,1440470000,13299204
IA,Webster,11,101.0,8665.0,1440470000,16790245
IA,Winnebago,5,53.0,8665.0,1440470000,8810722
IA,Winneshiek,3,6.0,8665.0,1440470000,997440
IA,Woodbury,9,163.0,8665.0,1440470000,27097128
IA,Worth,4,24.0,8665.0,1440470000,3989761
IA,Wright,8,102.0,8665.0,1440470000,16956485
ID,Benewah,3,37.0,646.0,75545218,4326893
ID,Bingham,2,7.0,646.0,75545218,818601
ID,Bonneville,1,1.0,646.0,75545218,116943
ID,Butte,1,1.0,646.0,75545218,116943
ID,Canyon,2,9.0,646.0,75545218,1052488
ID,Cassia,1,6.0,646.0,75545218,701658
ID,Clearwater,1,19.0,646.0,75545218,2221918
ID,Elmore,1,2.0,646.0,75545218,233886
ID,Franklin,1,3.0,646.0,75545218,350829
ID,Fremont,1,1.0,646.0,75545218,116943
ID,Gooding,1,1.0,646.0,75545218,116943
ID,Idaho,8,228.0,646.0,75545218,26663018
ID,Jefferson,4,12.0,646.0,75545218,1403317
ID,Jerome,1,12.0,646.0,75545218,1403317
ID,Kootenai,2,31.0,646.0,75545218,3625235
ID,Latah,8,137.0,646.0,75545218,16021199
ID,Lewis,4,106.0,646.0,75545218,12395965
